company_id,company_name,variable_id,variable_name_cn,construct,priority,unit,value,availability_status,calculation_logic,warning,evidence_boundary,source_release
603418,友升股份,CV023,融资方式多样性,融资机制,B扩展,种,1,VALID,融资交易组成标准化方式=['CAPITAL_INCREASE']。,,TRX-603418-0003-01; TRX-603418-0004-01,Week9_v1.0_frozen
603418,友升股份,CV024,股权转让交易数,二级股权流动,A核心,笔,0,VALID,按EQUITY_TRANSFER交易记录计数。,,,Week9_v1.0_frozen
603418,友升股份,CV025,可核验股权转让对价下限,二级股权流动,A核心,万元人民币,,STRUCTURAL_NA,不将不适用金额补0。,,companies:603418,Week9_v1.0_frozen
603418,友升股份,CV026,转让对价与融资金额比,二级股权流动,B扩展,0–∞,,STRUCTURAL_NA,不将不适用比率补0。,,companies:603418,Week9_v1.0_frozen
603418,友升股份,CV027,金额已知融资轮数,数据可用性,Q质量,轮,2,VALID,融资轮中金额非null记录数。,,EVT-603418-0003; EVT-603418-0004,Week9_v1.0_frozen
603418,友升股份,CV028,融资轮金额覆盖率,数据可用性,Q质量,0–1,1,VALID,金额非null融资轮数/融资轮总数。,,EVT-603418-0003; EVT-603418-0004,Week9_v1.0_frozen
603418,友升股份,CV029,融资轮日期覆盖率,数据可用性,Q质量,0–1,1,VALID,DAY或MONTH精度融资轮数/融资轮总数。,,EVT-603418-0003; EVT-603418-0004,Week9_v1.0_frozen
603418,友升股份,CV030,计算型轮次金额占比,数值来源结构,Q质量,0–1,0.5,VALID,CALCULATED已知金额轮数/已知金额轮数。,,EVT-603418-0003; EVT-603418-0004,Week9_v1.0_frozen
603418,友升股份,CV031,每轮融资证据记录数,证据密度,Q质量,条/轮,1.5,VALID,关联融资轮的去重evidence_id数/融资轮数。,,EVD-603418-0004-01; EVD-603418-0004-02; EVD-603418-0005-01,Week9_v1.0_frozen
603418,友升股份,CV032,公司级披露限制标记,披露边界,Q质量,0/1,0,VALID,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,,companies:603418,Week9_v1.0_frozen
688758,赛分科技,CV001,上市前直接股权融资发生标记,融资经历,A核心,0/1,1,VALID,financing_round_count=3，据此生成二元标记。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV002,上市前直接股权融资轮数,融资频度,A核心,轮,3,VALID,公司冻结轮次=3；事件层TRUE计数=3。,,companies:688758; EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV003,可核验融资金额下限,融资规模,A核心,万元人民币,74000,VALID,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV004,融资金额下限对数,融资规模,B扩展,ln(1+万元),11.211833885608513,VALID,LN(1+公司层融资金额下限)。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV005,已知金额轮次均值,单轮融资规模,A核心,万元人民币/已知轮,24666.666666666668,VALID,基于3个非null融资轮金额计算已知轮次金额均值。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV006,已知金额轮次中位数,单轮融资规模,B扩展,万元人民币/已知轮,18500,VALID,基于3个非null融资轮金额计算已知轮次金额中位数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV007,最大已知单轮融资金额,融资峰值,B扩展,万元人民币,54000,VALID,基于3个非null融资轮金额计算最大已知轮次金额。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV008,最大已知轮金额占比,融资集中度,B扩展,0–1,0.7297297297297297,VALID,最大已知轮金额/已知事件锚点金额合计。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV009,融资时间跨度,融资节奏,A核心,月,8,VALID,使用3个可用年月计算最晚减最早。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV010,融资轮次间隔中位数,融资节奏,B扩展,月,4,VALID,对2个相邻月份差取中位数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV011,确认PE/VC参与标记,PEVC参与,A核心,0/1,0,VALID,confirmed_pevc_legal_entity_count=0。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV012,确认PE/VC法律主体数,PEVC参与,A核心,个,0,VALID,读取公司层冻结确认PE/VC法律主体数。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,0–1,0,VALID,确认PE/VC法律主体数/直接参与法律主体数。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,轮,0,VALID,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,日期或年月,,STRUCTURAL_NA,首次确认PE/VC进入日期不适用。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,年,,STRUCTURAL_NA,首次确认PE/VC进入年份不适用。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,0–1,,STRUCTURAL_NA,首次确认PE/VC融资轮位置不适用。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,0/1,0,VALID,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,种,0,VALID,公司层确认PE/VC数为0，因此进入方式种类为0。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV020,直接参与法律主体数,参与结构规模,A核心,个,17,VALID,读取公司层冻结直接参与法律主体数。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV021,融资投资方法律主体数,融资参与广度,B扩展,个,2,VALID,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,TRX-688758-0003-02-P02; TRX-688758-0005-01-P01; TRX-688758-0005-01-P02; TRX-688758-0006-01-P01,Week9_v1.0_frozen
688758,赛分科技,CV022,每轮融资投资方密度,融资参与密度,B扩展,个/轮,0.6666666666666666,VALID,融资投资方法律主体数/融资轮数。,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,TRX-688758-0003-02-P02; TRX-688758-0005-01-P01; TRX-688758-0005-01-P02; TRX-688758-0006-01-P01,Week9_v1.0_frozen
688758,赛分科技,CV023,融资方式多样性,融资机制,B扩展,种,1,VALID,融资交易组成标准化方式=['CAPITAL_INCREASE']。,,TRX-688758-0003-02; TRX-688758-0005-01; TRX-688758-0006-01,Week9_v1.0_frozen
688758,赛分科技,CV024,股权转让交易数,二级股权流动,A核心,笔,2,VALID,按EQUITY_TRANSFER交易记录计数。,,TRX-688758-0003-01; TRX-688758-0004-01,Week9_v1.0_frozen
688758,赛分科技,CV025,可核验股权转让对价下限,二级股权流动,A核心,万元人民币,3000,VALID,读取公司层冻结转让对价下限；状态=DISCLOSED_COMPLETE。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV026,转让对价与融资金额比,二级股权流动,B扩展,0–∞,0.04054054054054054,VALID,转让对价下限/融资金额下限；两类金额未相加。,,companies:688758,Week9_v1.0_frozen
688758,赛分科技,CV027,金额已知融资轮数,数据可用性,Q质量,轮,3,VALID,融资轮中金额非null记录数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV028,融资轮金额覆盖率,数据可用性,Q质量,0–1,1,VALID,金额非null融资轮数/融资轮总数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV029,融资轮日期覆盖率,数据可用性,Q质量,0–1,1,VALID,DAY或MONTH精度融资轮数/融资轮总数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV030,计算型轮次金额占比,数值来源结构,Q质量,0–1,0,VALID,CALCULATED已知金额轮数/已知金额轮数。,,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,Week9_v1.0_frozen
688758,赛分科技,CV031,每轮融资证据记录数,证据密度,Q质量,条/轮,1,VALID,关联融资轮的去重evidence_id数/融资轮数。,,EVD-688758-0003-01; EVD-688758-0005-01; EVD-688758-0006-01,Week9_v1.0_frozen
688758,赛分科技,CV032,公司级披露限制标记,披露边界,Q质量,0/1,0,VALID,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,,companies:688758,Week9_v1.0_frozen
688775,影石创新,CV001,上市前直接股权融资发生标记,融资经历,A核心,0/1,0,VALID,financing_round_count=0，据此生成二元标记。,早期融资轮次未逐轮披露,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV002,上市前直接股权融资轮数,融资频度,A核心,轮,0,VALID,公司冻结轮次=0；事件层TRUE计数=0。,早期融资轮次未逐轮披露,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV003,可核验融资金额下限,融资规模,A核心,万元人民币,,NOT_COMPUTABLE,严格保留上游null，不补0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV004,融资金额下限对数,融资规模,B扩展,ln(1+万元),,NOT_COMPUTABLE,对数变量继承CV003的null。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV005,已知金额轮次均值,单轮融资规模,A核心,万元人民币/已知轮,,STRUCTURAL_NA,已知轮次金额均值不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV006,已知金额轮次中位数,单轮融资规模,B扩展,万元人民币/已知轮,,STRUCTURAL_NA,已知轮次金额中位数不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV007,最大已知单轮融资金额,融资峰值,B扩展,万元人民币,,STRUCTURAL_NA,最大已知轮次金额不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV008,最大已知轮金额占比,融资集中度,B扩展,0–1,,STRUCTURAL_NA,最大轮金额占比不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV009,融资时间跨度,融资节奏,A核心,月,,STRUCTURAL_NA,融资时间跨度不适用。,,,Week9_v1.0_frozen
688775,影石创新,CV010,融资轮次间隔中位数,融资节奏,B扩展,月,,STRUCTURAL_NA,融资间隔中位数不适用。,,,Week9_v1.0_frozen
688775,影石创新,CV011,确认PE/VC参与标记,PEVC参与,A核心,0/1,0,VALID,confirmed_pevc_legal_entity_count=0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV012,确认PE/VC法律主体数,PEVC参与,A核心,个,0,VALID,读取公司层冻结确认PE/VC法律主体数。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,0–1,0,VALID,确认PE/VC法律主体数/直接参与法律主体数。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,轮,0,VALID,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,日期或年月,,STRUCTURAL_NA,首次确认PE/VC进入日期不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,年,,STRUCTURAL_NA,首次确认PE/VC进入年份不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,0–1,,STRUCTURAL_NA,首次确认PE/VC融资轮位置不适用。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,0/1,0,VALID,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,种,0,VALID,公司层确认PE/VC数为0，因此进入方式种类为0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV020,直接参与法律主体数,参与结构规模,A核心,个,1,VALID,读取公司层冻结直接参与法律主体数。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV021,融资投资方法律主体数,融资参与广度,B扩展,个,0,VALID,冻结口径下无融资轮，融资投资方法律主体数为0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV022,每轮融资投资方密度,融资参与密度,B扩展,个/轮,,STRUCTURAL_NA,不把0轮公司的比率写成0。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV023,融资方式多样性,融资机制,B扩展,种,0,VALID,融资交易组成标准化方式=[]。,,,Week9_v1.0_frozen
688775,影石创新,CV024,股权转让交易数,二级股权流动,A核心,笔,1,VALID,按EQUITY_TRANSFER交易记录计数。,,TRX-688775-0003-01,Week9_v1.0_frozen
688775,影石创新,CV025,可核验股权转让对价下限,二级股权流动,A核心,万元人民币,1462.7126,VALID,读取公司层冻结转让对价下限；状态=KNOWN_LOWER_BOUND。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV026,转让对价与融资金额比,二级股权流动,B扩展,0–∞,,NOT_COMPUTABLE,比例分母闸门未通过。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV027,金额已知融资轮数,数据可用性,Q质量,轮,0,VALID,融资轮中金额非null记录数。,,,Week9_v1.0_frozen
688775,影石创新,CV028,融资轮金额覆盖率,数据可用性,Q质量,0–1,,STRUCTURAL_NA,分母为0时返回null。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV029,融资轮日期覆盖率,数据可用性,Q质量,0–1,,STRUCTURAL_NA,分母为0时返回null。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV030,计算型轮次金额占比,数值来源结构,Q质量,0–1,,STRUCTURAL_NA,分母为0时返回null。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV031,每轮融资证据记录数,证据密度,Q质量,条/轮,,STRUCTURAL_NA,分母为0时返回null。,,companies:688775,Week9_v1.0_frozen
688775,影石创新,CV032,公司级披露限制标记,披露边界,Q质量,0/1,1,VALID,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,,companies:688775,Week9_v1.0_frozen
920100,三协电机,CV001,上市前直接股权融资发生标记,融资经历,A核心,0/1,1,VALID,financing_round_count=2，据此生成二元标记。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV002,上市前直接股权融资轮数,融资频度,A核心,轮,2,VALID,公司冻结轮次=2；事件层TRUE计数=2。,,companies:920100; W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV003,可核验融资金额下限,融资规模,A核心,万元人民币,4097.49,VALID,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV004,融资金额下限对数,融资规模,B扩展,ln(1+万元),8.318373892173065,VALID,LN(1+公司层融资金额下限)。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV005,已知金额轮次均值,单轮融资规模,A核心,万元人民币/已知轮,2048.745,VALID,基于2个非null融资轮金额计算已知轮次金额均值。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV006,已知金额轮次中位数,单轮融资规模,B扩展,万元人民币/已知轮,2048.745,VALID,基于2个非null融资轮金额计算已知轮次金额中位数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV007,最大已知单轮融资金额,融资峰值,B扩展,万元人民币,2374.4,VALID,基于2个非null融资轮金额计算最大已知轮次金额。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV008,最大已知轮金额占比,融资集中度,B扩展,0–1,0.5794767040310044,VALID,最大已知轮金额/已知事件锚点金额合计。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV009,融资时间跨度,融资节奏,A核心,月,13,VALID,使用2个可用年月计算最晚减最早。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV010,融资轮次间隔中位数,融资节奏,B扩展,月,13,VALID,对1个相邻月份差取中位数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV011,确认PE/VC参与标记,PEVC参与,A核心,0/1,1,VALID,confirmed_pevc_legal_entity_count=2。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV012,确认PE/VC法律主体数,PEVC参与,A核心,个,2,VALID,读取公司层冻结确认PE/VC法律主体数。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,0–1,0.11764705882352941,VALID,确认PE/VC法律主体数/直接参与法律主体数。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,轮,1,VALID,连接融资轮→交易→party→PEVC_CONFIRMED，并按event_id去重。,,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,Week9_v1.0_frozen
920100,三协电机,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,日期或年月,2022-09-01,VALID,两条确认PE/VC路径的最早交易完成日。,两条路径在Week9补充研究层物化；W8-CAN-015摘要级证据限制继续有效。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,Week9_v1.0_frozen
920100,三协电机,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,年,2022,VALID,从CV015修复日期提取年份。,两条路径在Week9补充研究层物化；W8-CAN-015摘要级证据限制继续有效。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,Week9_v1.0_frozen
920100,三协电机,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,0–1,0.5,VALID,首次确认PE/VC融资轮序位=1，总轮数=2。,,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,Week9_v1.0_frozen
920100,三协电机,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,0/1,0,VALID,完整覆盖2个确认PE/VC主体后，间接路径计数为0。,两只确认PE/VC主体均已覆盖且路径均为DIRECT；0是显式零，不是缺失填充。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,Week9_v1.0_frozen
920100,三协电机,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,种,1,VALID,确认PE/VC路径的非空entry_method去重数为1。,两条路径均为定向发行进入；摘要级证据限制继续有效。,SUP-PATH-920100-2022-001; SUP-PATH-920100-2022-002,Week9_v1.0_frozen
920100,三协电机,CV020,直接参与法律主体数,参与结构规模,A核心,个,17,VALID,读取公司层冻结直接参与法律主体数。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV021,融资投资方法律主体数,融资参与广度,B扩展,个,2,VALID,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,Week9_v1.0_frozen
920100,三协电机,CV022,每轮融资投资方密度,融资参与密度,B扩展,个/轮,1,VALID,融资投资方法律主体数/融资轮数。,,W7-OVR-920100-2022-DI-T001-P01; W7-OVR-920100-2022-DI-T001-P02,Week9_v1.0_frozen
920100,三协电机,CV023,融资方式多样性,融资机制,B扩展,种,1,VALID,融资交易组成标准化方式=['DIRECTIONAL_ISSUANCE']。,,W7-OVR-920100-2022-DI-T001; W7-OVR-920100-2023-DI-T001,Week9_v1.0_frozen
920100,三协电机,CV024,股权转让交易数,二级股权流动,A核心,笔,0,VALID,按EQUITY_TRANSFER交易记录计数。,,,Week9_v1.0_frozen
920100,三协电机,CV025,可核验股权转让对价下限,二级股权流动,A核心,万元人民币,,STRUCTURAL_NA,不将不适用金额补0。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV026,转让对价与融资金额比,二级股权流动,B扩展,0–∞,,STRUCTURAL_NA,不将不适用比率补0。,,companies:920100,Week9_v1.0_frozen
920100,三协电机,CV027,金额已知融资轮数,数据可用性,Q质量,轮,2,VALID,融资轮中金额非null记录数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV028,融资轮金额覆盖率,数据可用性,Q质量,0–1,1,VALID,金额非null融资轮数/融资轮总数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV029,融资轮日期覆盖率,数据可用性,Q质量,0–1,1,VALID,DAY或MONTH精度融资轮数/融资轮总数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV030,计算型轮次金额占比,数值来源结构,Q质量,0–1,0,VALID,CALCULATED已知金额轮数/已知金额轮数。,,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV031,每轮融资证据记录数,证据密度,Q质量,条/轮,0,VALID,关联融资轮的去重evidence_id数/融资轮数。,三协电机override原文quote未在恢复包物化；0表示事件级evidence表链接数，不表示没有披露依据。,W7-OVR-920100-2022-DI; W7-OVR-920100-2023-DI,Week9_v1.0_frozen
920100,三协电机,CV032,公司级披露限制标记,披露边界,Q质量,0/1,0,VALID,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,,companies:920100,Week9_v1.0_frozen
920116,星图测控,CV001,上市前直接股权融资发生标记,融资经历,A核心,0/1,1,VALID,financing_round_count=1，据此生成二元标记。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV002,上市前直接股权融资轮数,融资频度,A核心,轮,1,VALID,公司冻结轮次=1；事件层TRUE计数=1。,,companies:920116; EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV003,可核验融资金额下限,融资规模,A核心,万元人民币,4725,VALID,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV004,融资金额下限对数,融资规模,B扩展,ln(1+万元),8.460834457746854,VALID,LN(1+公司层融资金额下限)。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV005,已知金额轮次均值,单轮融资规模,A核心,万元人民币/已知轮,4725,VALID,基于1个非null融资轮金额计算已知轮次金额均值。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV006,已知金额轮次中位数,单轮融资规模,B扩展,万元人民币/已知轮,4725,VALID,基于1个非null融资轮金额计算已知轮次金额中位数。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV007,最大已知单轮融资金额,融资峰值,B扩展,万元人民币,4725,VALID,基于1个非null融资轮金额计算最大已知轮次金额。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV008,最大已知轮金额占比,融资集中度,B扩展,0–1,1,VALID,最大已知轮金额/已知事件锚点金额合计。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV009,融资时间跨度,融资节奏,A核心,月,,STRUCTURAL_NA,融资时间跨度不适用。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV010,融资轮次间隔中位数,融资节奏,B扩展,月,,STRUCTURAL_NA,融资间隔中位数不适用。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV011,确认PE/VC参与标记,PEVC参与,A核心,0/1,0,VALID,confirmed_pevc_legal_entity_count=0。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV012,确认PE/VC法律主体数,PEVC参与,A核心,个,0,VALID,读取公司层冻结确认PE/VC法律主体数。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,0–1,0,VALID,确认PE/VC法律主体数/直接参与法律主体数。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,轮,0,VALID,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,日期或年月,,STRUCTURAL_NA,首次确认PE/VC进入日期不适用。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,年,,STRUCTURAL_NA,首次确认PE/VC进入年份不适用。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,0–1,,STRUCTURAL_NA,首次确认PE/VC融资轮位置不适用。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,0/1,0,VALID,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,种,0,VALID,公司层确认PE/VC数为0，因此进入方式种类为0。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV020,直接参与法律主体数,参与结构规模,A核心,个,3,VALID,读取公司层冻结直接参与法律主体数。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV021,融资投资方法律主体数,融资参与广度,B扩展,个,3,VALID,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,TRX-920116-0001-01-P01; TRX-920116-0001-01-P02; TRX-920116-0001-01-P03,Week9_v1.0_frozen
920116,星图测控,CV022,每轮融资投资方密度,融资参与密度,B扩展,个/轮,3,VALID,融资投资方法律主体数/融资轮数。,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,TRX-920116-0001-01-P01; TRX-920116-0001-01-P02; TRX-920116-0001-01-P03,Week9_v1.0_frozen
920116,星图测控,CV023,融资方式多样性,融资机制,B扩展,种,1,VALID,融资交易组成标准化方式=['DIRECTIONAL_ISSUANCE']。,,TRX-920116-0001-01,Week9_v1.0_frozen
920116,星图测控,CV024,股权转让交易数,二级股权流动,A核心,笔,0,VALID,按EQUITY_TRANSFER交易记录计数。,,,Week9_v1.0_frozen
920116,星图测控,CV025,可核验股权转让对价下限,二级股权流动,A核心,万元人民币,,STRUCTURAL_NA,不将不适用金额补0。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV026,转让对价与融资金额比,二级股权流动,B扩展,0–∞,,STRUCTURAL_NA,不将不适用比率补0。,,companies:920116,Week9_v1.0_frozen
920116,星图测控,CV027,金额已知融资轮数,数据可用性,Q质量,轮,1,VALID,融资轮中金额非null记录数。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV028,融资轮金额覆盖率,数据可用性,Q质量,0–1,1,VALID,金额非null融资轮数/融资轮总数。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV029,融资轮日期覆盖率,数据可用性,Q质量,0–1,1,VALID,DAY或MONTH精度融资轮数/融资轮总数。,,EVT-920116-0001,Week9_v1.0_frozen
920116,星图测控,CV030,计算型轮次金额占比,数值来源结构,Q质量,0–1,0,VALID,CALCULATED已知金额轮数/已知金额轮数。,,EVT-920116-0001,Week9_v1.0_frozen
